customer_ID,shopping_pt,record_type,day,time,state,location,group_size,homeowner,car_age,car_value,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,A,B,C,D,E,F,G,cost
10000410,1,0,1,10:38,MS,10404,1,0,6,f,3,75,75,0,1,1,0,0,1,1,0,0,2,632
10000410,2,0,1,10:45,MS,10404,1,0,6,f,3,75,75,0,1,1,0,0,1,1,0,0,2,632
10000410,3,0,1,10:46,MS,10404,1,0,6,f,3,75,75,0,1,1,1,1,1,1,1,2,1,673
10000410,4,0,1,10:49,MS,10404,1,0,6,f,3,75,75,0,1,1,2,1,1,1,1,3,1,663
10000410,5,0,1,10:49,MS,10404,1,0,6,f,3,75,75,0,1,1,1,1,1,1,1,2,1,673
10000410,6,0,1,10:51,MS,10404,1,0,6,f,3,75,75,0,1,1,2,1,1,1,1,3,1,663
10000410,7,0,1,10:53,MS,10404,1,0,6,f,3,75,75,0,1,1,2,1,1,1,1,3,1,661
10000410,8,0,1,10:54,MS,10404,1,0,6,f,3,75,75,0,1,1,2,1,1,1,1,3,1,653
10000410,9,1,1,11:14,MS,10404,1,0,6,f,3,75,75,0,1,1,2,1,1,1,1,3,1,669
10000411,1,0,1,14:28,PA,10405,1,0,12,f,NA,28,28,0,2,2,1,1,3,3,1,1,2,675
10000411,2,0,1,14:28,PA,10405,1,0,12,f,NA,28,28,0,2,2,1,1,3,3,1,1,2,675
10000411,3,0,1,14:32,PA,10405,1,0,12,f,NA,28,28,0,2,2,0,0,2,3,1,2,2,635
10000411,4,0,1,14:34,PA,10405,1,0,12,f,NA,28,28,0,2,2,0,0,2,3,1,2,2,640
10000411,5,0,1,14:39,PA,10405,1,0,12,f,NA,28,28,0,2,2,0,0,2,3,1,2,2,640
10000411,6,0,1,14:42,PA,10405,1,0,12,f,NA,28,28,0,2,2,0,0,2,3,0,0,2,607
10000411,7,1,2,14:05,PA,10405,1,0,12,f,NA,28,28,0,2,2,0,0,2,3,0,0,2,614
10000412,1,0,0,14:06,NY,10101,1,1,14,f,1,52,52,0,4,15,1,0,4,3,1,0,2,645
10000412,2,0,0,14:07,NY,10101,1,1,14,f,1,52,52,0,4,15,1,0,4,3,1,0,2,650
10000412,3,1,3,15:16,NY,10101,1,1,14,f,1,52,52,0,4,15,1,0,3,3,1,0,2,640
10000415,1,0,2,13:28,CO,10408,2,1,10,h,4,57,55,1,1,15,0,0,1,1,0,0,4,550
10000415,2,0,2,13:29,CO,10408,2,1,10,h,4,57,55,1,1,15,0,0,1,2,0,0,2,541
10000415,3,0,2,16:07,CO,10408,2,1,10,h,4,57,55,1,1,15,0,0,1,2,0,0,2,533
10000415,4,0,2,16:09,CO,10408,2,1,10,h,4,57,55,1,1,15,0,0,1,2,0,0,2,533
10000415,5,0,2,16:12,CO,10408,2,1,10,h,4,57,55,1,1,15,0,0,1,2,0,0,2,533
10000415,6,0,2,16:13,CO,10408,2,1,10,h,4,57,55,1,1,15,0,0,1,2,0,0,2,539
10000415,7,1,2,16:22,CO,10408,2,1,10,h,4,57,55,1,1,15,0,0,1,2,0,0,2,544
10000416,1,0,2,10:30,FL,10409,1,1,1,e,2,32,32,0,1,1,1,0,1,1,1,2,4,643
10000416,2,0,2,10:30,FL,10409,1,1,1,e,2,32,32,0,1,1,1,0,1,1,1,2,3,633
10000416,3,0,2,10:31,FL,10409,1,1,1,e,2,32,32,0,1,1,1,0,1,1,1,2,3,633
10000416,4,0,2,10:33,FL,10409,1,1,1,e,2,32,32,0,1,1,1,0,1,1,1,2,3,633
10000416,5,0,2,10:35,FL,10409,1,1,1,e,2,32,32,0,1,1,1,0,1,1,1,2,3,633
10000416,6,0,2,10:46,FL,10409,1,1,1,e,2,32,32,0,1,1,1,0,1,1,1,2,3,633
10000416,7,0,2,13:09,FL,10409,1,1,1,e,2,32,32,0,1,1,1,0,1,1,1,2,3,633
10000416,8,1,3,10:42,FL,10409,1,1,1,e,2,32,32,0,1,1,1,1,1,2,1,1,3,622
10000417,1,0,1,13:03,FL,10410,1,0,1,f,2,33,33,0,1,15,1,1,1,3,1,2,3,679
10000417,2,0,1,13:05,FL,10410,1,0,1,f,2,33,33,0,1,15,1,1,3,3,1,1,3,700
10000417,3,0,1,13:07,FL,10410,1,0,1,f,2,33,33,0,1,15,1,1,3,3,1,1,3,698
10000417,4,0,1,13:07,FL,10410,1,0,1,f,2,33,33,0,1,15,1,1,3,3,1,1,3,695
10000417,5,0,1,13:08,FL,10410,1,0,1,f,2,33,33,0,1,15,1,1,3,3,1,1,3,698
10000417,6,0,1,13:09,FL,10410,1,0,1,f,2,33,33,0,1,15,1,1,3,3,1,1,3,698
10000417,7,0,1,13:10,FL,10410,1,0,1,f,2,33,33,0,1,15,1,1,3,3,1,1,3,698
10000417,8,0,1,13:11,FL,10410,1,0,1,f,2,33,33,0,1,15,1,1,3,3,1,1,3,698
10000417,9,1,1,13:20,FL,10410,1,0,1,f,2,33,33,0,1,15,1,1,3,3,1,1,3,698
10000418,1,0,4,08:24,CT,10411,1,0,2,e,NA,24,24,0,1,1,1,0,2,3,1,0,1,719
10000418,2,0,4,08:25,CT,10411,1,0,2,e,NA,24,24,0,1,1,1,0,1,1,1,0,2,725
10000418,3,0,4,08:25,CT,10411,1,0,2,e,NA,24,24,0,1,1,2,0,1,1,1,0,2,710
10000418,4,0,4,08:26,CT,10411,1,0,2,e,NA,24,24,0,1,1,2,0,1,1,1,0,2,710
10000418,5,0,4,08:41,CT,10411,1,0,2,e,NA,24,24,0,1,1,2,0,1,1,1,0,2,710
10000418,6,0,4,08:45,CT,10411,1,0,2,e,NA,24,24,0,1,1,2,0,1,1,1,0,2,710
10000418,7,0,4,08:46,CT,10411,1,0,2,e,NA,24,24,0,1,1,2,0,1,1,1,0,2,710
10000418,8,1,4,16:51,CT,10411,1,0,2,e,NA,24,24,0,1,1,2,0,1,1,1,0,1,706
10000420,1,0,2,12:37,NH,10348,2,1,14,,NA,47,47,1,1,1,1,1,1,3,1,1,2,688
10000420,2,0,2,12:38,NH,10348,2,1,14,e,NA,47,47,1,1,1,1,1,1,3,1,1,1,627
10000420,3,0,2,12:38,NH,10348,2,1,14,e,NA,47,47,1,1,1,0,0,1,1,0,0,1,564
10000420,4,0,2,12:42,NH,10348,2,1,14,e,NA,47,47,1,1,1,0,0,1,1,0,0,1,564
10000420,5,0,2,12:43,NH,10348,2,1,14,e,NA,47,47,1,1,1,0,0,1,1,0,0,1,564
10000420,6,0,2,12:46,NH,10348,2,1,14,e,NA,47,47,1,1,1,0,0,1,1,0,0,1,564
10000420,7,0,2,12:47,NH,10348,2,1,14,e,NA,47,47,1,1,1,0,0,1,1,0,0,1,564
10000420,8,0,2,12:59,NH,10348,2,1,14,e,NA,47,47,1,1,1,0,0,1,1,0,0,1,564
10000420,9,1,2,18:58,NH,10348,2,1,14,e,NA,47,47,1,1,1,0,0,1,1,0,0,2,568
10000422,1,0,3,10:06,MD,10414,1,0,18,d,4,33,33,0,1,2,0,0,1,1,0,0,2,632
10000422,2,0,3,10:07,MD,10414,1,0,18,d,4,33,33,0,1,2,0,0,1,1,0,0,2,632
10000422,3,0,3,10:31,MD,10414,1,0,18,d,4,33,33,0,1,2,0,0,1,1,0,0,2,632
10000422,4,0,3,10:37,MD,10414,1,0,18,d,4,33,33,0,1,2,0,0,1,1,0,0,2,632
10000422,5,0,3,10:39,MD,10414,1,0,18,d,4,33,33,0,1,2,0,0,1,1,0,0,2,632
10000422,6,1,4,13:21,MD,10414,1,0,18,d,4,33,33,0,1,2,0,0,1,1,0,0,2,632
10000423,1,0,2,13:59,NV,10415,1,0,15,f,NA,35,35,0,1,7,2,0,1,3,0,2,3,604
10000423,2,0,2,14:01,NV,10415,1,0,15,f,NA,35,35,0,1,7,2,0,1,3,0,2,3,614
10000423,3,0,2,14:08,NV,10415,1,0,15,f,NA,35,35,0,1,7,2,0,1,3,0,2,3,614
10000423,4,0,2,14:12,NV,10415,1,0,15,f,NA,35,35,0,1,7,2,0,1,3,0,2,3,614
10000423,5,0,2,14:14,NV,10415,1,0,15,f,NA,35,35,0,1,7,2,0,1,3,0,2,3,614
10000423,6,0,2,14:17,NV,10415,1,0,15,f,NA,35,35,0,1,7,2,0,1,3,0,2,3,609
10000423,7,0,2,14:18,NV,10415,1,0,15,f,NA,35,35,0,1,7,2,0,1,3,0,2,3,614
10000423,8,0,2,14:20,NV,10415,1,0,15,f,NA,35,35,0,1,7,2,0,1,3,0,2,3,614
10000423,9,0,2,14:21,NV,10415,1,0,15,f,NA,35,35,0,1,7,2,0,1,3,0,2,3,614
10000423,10,0,2,14:28,NV,10415,1,0,15,f,NA,35,35,0,1,7,2,0,1,3,0,2,3,614
10000423,11,1,2,15:04,NV,10415,1,0,15,f,NA,35,35,0,1,7,2,0,1,3,0,2,3,614
10000425,1,0,0,08:34,NY,10417,1,1,14,e,1,48,48,0,3,3,1,0,3,3,0,0,2,567
10000425,2,0,0,08:35,NY,10417,1,1,14,e,1,48,48,0,3,3,0,0,2,3,0,0,2,505
10000425,3,0,0,08:35,NY,10417,1,1,14,e,1,48,48,0,3,3,0,0,2,3,0,0,2,506
10000425,4,0,0,08:37,NY,10417,1,1,14,e,1,48,48,0,3,3,0,0,2,3,0,0,2,505
10000425,5,0,0,08:38,NY,10417,1,1,14,e,1,48,48,0,3,3,0,0,2,3,0,0,2,505
10000425,6,0,0,08:39,NY,10417,1,1,14,e,1,48,48,0,3,3,0,0,2,3,0,0,2,505
10000425,7,0,0,08:40,NY,10417,1,1,14,e,1,48,48,0,3,3,0,0,2,3,0,0,2,505
10000425,8,1,0,09:22,NY,10417,1,1,14,e,1,48,48,0,3,3,0,0,2,3,0,0,2,505
10000426,1,0,1,15:21,WI,10418,2,0,3,f,NA,33,32,1,2,7,1,0,2,3,1,2,4,628
10000426,2,0,1,15:54,WI,10418,2,0,3,f,NA,33,32,1,2,7,1,0,2,3,1,2,4,628
10000426,3,0,1,16:06,WI,10418,2,0,3,f,NA,33,32,1,2,7,1,0,2,3,1,2,4,629
10000426,4,0,1,16:07,WI,10418,2,0,3,f,NA,33,32,1,2,7,1,1,2,3,1,2,4,630
10000426,5,0,1,16:13,WI,10418,2,0,3,f,NA,33,32,1,2,7,1,1,2,3,1,2,4,630
10000426,6,0,1,16:15,WI,10418,2,0,3,f,NA,33,32,1,2,7,1,1,2,3,1,2,4,630
10000426,7,1,1,16:21,WI,10418,2,0,3,f,NA,33,32,1,2,7,1,1,2,3,1,2,4,630
10000428,1,0,1,13:59,KY,10420,1,1,11,e,NA,59,59,0,2,0,1,1,1,3,1,2,2,642
10000428,2,0,1,14:00,KY,10420,1,1,11,e,NA,59,59,0,2,0,1,1,1,3,1,2,2,642
10000428,3,1,1,14:01,KY,10420,1,1,11,e,NA,59,59,0,2,0,1,1,1,3,1,2,2,646
10000429,1,0,0,13:40,OR,10421,1,1,8,f,3,49,49,0,3,9,1,0,1,2,0,1,3,615
10000429,2,0,0,13:41,OR,10421,1,1,8,f,3,49,49,0,3,9,1,0,3,3,0,1,3,629
10000429,3,0,0,13:41,OR,10421,1,1,8,f,3,49,49,0,3,9,1,0,3,3,0,1,3,629
10000429,4,0,0,13:43,OR,10421,1,1,8,f,3,49,49,0,3,9,2,0,3,3,0,1,3,625
10000429,5,0,0,13:44,OR,10421,1,1,8,f,3,49,49,0,3,9,2,0,3,3,0,1,3,625
10000429,6,1,0,13:48,OR,10421,1,1,8,f,3,49,49,0,3,9,2,0,3,3,0,1,3,625
10000430,1,0,0,09:58,PA,10422,1,1,10,e,2,75,72,1,NA,NA,1,0,3,3,0,2,2,722
10000430,2,0,0,10:00,PA,10422,1,1,10,e,2,75,73,1,3,1,0,0,2,2,0,0,2,642
10000430,3,0,0,10:09,PA,10422,1,1,10,e,2,75,73,1,3,1,0,0,2,2,0,0,2,642
10000430,4,0,0,10:10,PA,10422,1,1,10,e,2,75,73,1,3,1,1,0,3,3,0,1,1,601
10000430,5,0,0,10:10,PA,10422,1,1,10,e,2,75,73,1,3,1,1,0,3,3,0,1,1,601
10000430,6,0,0,10:41,PA,10422,1,1,10,e,2,75,73,1,3,1,1,0,3,3,0,1,1,601
10000430,7,0,0,10:58,PA,10422,1,1,10,e,2,75,73,1,3,1,1,0,3,3,0,1,1,601
10000430,8,0,0,11:07,PA,10422,1,1,10,e,2,75,73,1,3,1,1,0,3,3,0,1,1,601
10000430,9,1,1,07:53,PA,10422,1,1,10,e,2,75,73,1,4,1,1,0,3,2,0,1,1,606
10000433,1,0,4,13:08,NY,10425,1,0,8,d,2,61,61,0,3,4,1,0,3,3,0,0,2,606
10000433,2,0,4,13:09,NY,10425,1,0,8,d,2,61,61,0,3,4,1,0,3,3,0,0,2,613
10000433,3,0,4,13:10,NY,10425,1,0,8,d,2,61,61,0,3,4,1,0,3,3,0,0,2,617
10000433,4,0,4,13:13,NY,10425,1,0,8,d,2,61,61,0,3,4,1,0,3,3,0,0,2,620
10000433,5,0,4,13:14,NY,10425,1,0,8,d,2,61,61,0,3,4,1,0,3,3,0,0,2,620
10000433,6,0,4,13:14,NY,10425,1,0,8,d,2,61,61,0,3,4,1,0,3,3,0,0,2,619
10000433,7,0,4,13:15,NY,10425,1,0,8,d,2,61,61,0,3,4,1,0,3,3,0,0,2,615
10000433,8,0,4,13:17,NY,10425,1,0,8,d,2,61,61,0,3,4,1,0,3,3,0,0,2,612
10000433,9,1,0,08:48,NY,10425,1,0,8,d,2,61,61,0,3,4,1,0,3,3,0,0,2,612
10000435,1,0,4,13:16,NM,10427,1,1,1,d,NA,68,68,0,1,0,0,0,1,1,0,0,4,573
10000435,2,0,4,13:17,NM,10427,1,1,1,d,NA,68,68,0,1,0,1,1,1,1,1,2,4,637
10000435,3,0,4,13:18,NM,10427,1,1,1,d,NA,68,68,0,1,0,1,1,1,1,1,2,1,630
10000435,4,0,4,13:19,NM,10427,1,1,1,d,NA,68,68,0,1,0,1,1,1,1,1,2,1,630
10000435,5,0,4,13:20,NM,10427,1,1,1,d,NA,68,68,0,1,0,1,1,1,1,1,2,4,632
10000435,6,0,4,13:21,NM,10427,1,1,1,d,NA,68,68,0,1,0,1,1,1,1,1,2,4,632
10000435,7,0,4,16:11,NM,10427,1,1,1,d,NA,68,68,0,1,0,1,1,1,1,1,2,4,632
10000435,8,1,4,16:38,NM,10427,1,1,1,d,NA,68,68,0,1,0,1,1,1,1,1,2,4,641
10000437,1,0,1,13:58,AL,10429,1,0,11,f,3,25,25,0,1,3,1,1,1,2,0,2,4,663
10000437,2,0,1,13:59,AL,10429,1,0,11,f,3,25,25,0,1,3,0,1,1,2,0,0,2,606
10000437,3,0,1,13:59,AL,10429,1,0,11,f,3,25,25,0,1,3,0,0,1,2,0,0,2,612
10000437,4,0,1,14:00,AL,10429,1,0,11,f,3,25,25,0,1,3,0,0,1,2,0,0,2,604
10000437,5,1,1,14:04,AL,10429,1,0,11,f,3,25,25,0,1,3,0,0,1,2,0,0,2,604
10000441,1,0,0,12:07,FL,10433,1,0,14,e,NA,58,58,0,1,15,0,0,1,1,0,1,4,547
10000441,2,0,0,12:09,FL,10433,1,0,14,e,NA,58,58,0,1,15,0,0,1,3,0,1,4,592
10000441,3,0,0,12:10,FL,10433,1,0,14,e,NA,58,58,0,1,15,0,0,1,3,0,1,4,596
10000441,4,0,0,12:12,FL,10433,1,0,14,e,NA,58,58,0,1,15,0,0,1,3,0,1,4,596
10000441,5,0,0,12:12,FL,10433,1,0,14,e,NA,58,58,0,1,15,0,0,1,3,0,1,4,596
10000441,6,1,4,13:38,FL,10433,1,0,14,e,4,58,58,0,1,15,0,0,1,3,0,1,4,671
10000443,1,0,2,15:36,PA,10434,1,0,7,d,NA,20,20,0,3,3,1,0,1,1,1,1,1,698
10000443,2,0,2,15:37,PA,10434,1,0,7,d,NA,20,20,0,3,3,0,0,2,3,1,1,1,643
10000443,3,0,2,15:37,PA,10434,1,0,7,d,NA,20,20,0,3,3,0,0,2,3,1,1,2,669
10000443,4,0,2,15:39,PA,10434,1,0,7,d,NA,20,20,0,3,3,0,0,2,3,1,1,2,662
10000443,5,1,2,14:19,PA,10434,1,0,7,d,NA,20,20,0,3,3,0,0,2,3,1,1,2,651
10000444,1,0,1,09:45,MD,10435,1,0,9,e,4,23,23,0,2,2,0,0,1,1,0,0,4,671
10000444,2,0,1,09:46,MD,10435,1,0,9,e,4,23,23,0,2,2,0,0,1,1,0,0,1,654
10000444,3,0,1,09:48,MD,10435,1,0,9,e,4,23,23,0,2,2,1,0,2,2,1,2,1,707
10000444,4,0,1,09:51,MD,10435,1,0,9,e,4,23,23,0,2,2,1,0,2,2,1,2,1,707
10000444,5,0,1,09:55,MD,10435,1,0,9,e,4,23,23,0,2,2,1,0,2,2,1,2,1,711
10000444,6,0,1,09:56,MD,10435,1,0,9,e,4,23,23,0,2,2,1,0,2,2,1,2,1,711
10000444,7,0,1,10:04,MD,10435,1,0,9,e,4,23,23,0,2,2,1,0,2,2,1,2,1,711
10000444,8,0,1,10:08,MD,10435,1,0,9,e,4,23,23,0,2,2,1,0,2,2,1,2,1,707
10000444,9,0,1,10:10,MD,10435,1,0,9,e,4,23,23,0,2,2,1,0,2,2,1,2,1,707
10000444,10,1,1,11:20,MD,10435,1,0,9,e,4,23,23,0,2,2,1,0,2,2,1,2,1,707
10000445,1,0,0,14:10,NY,10436,1,1,19,e,2,75,75,0,3,15,1,0,3,3,1,0,2,662
10000445,2,0,0,14:11,NY,10436,1,1,19,e,2,75,75,0,3,15,1,0,3,1,1,0,2,661
10000445,3,0,0,14:12,NY,10436,1,1,19,e,2,75,75,0,3,15,1,0,3,1,1,0,2,653
10000445,4,0,0,14:13,NY,10436,1,1,19,e,2,75,75,0,3,15,1,0,3,1,1,0,2,643
10000445,5,0,0,14:14,NY,10436,1,1,19,e,2,75,75,0,3,15,1,0,3,1,1,0,2,643
10000445,6,0,0,14:16,NY,10436,1,1,19,e,2,75,75,0,3,15,1,0,3,1,1,0,2,638
10000445,7,0,0,14:21,NY,10436,1,1,19,e,2,75,75,0,3,15,1,0,3,1,1,0,2,646
10000445,8,0,0,14:22,NY,10436,1,1,19,e,2,75,75,0,3,15,0,0,3,1,0,0,2,611
10000445,9,1,0,09:54,NY,10436,1,1,19,e,2,75,75,0,3,15,0,0,3,3,0,0,2,612
10000446,1,0,0,12:50,IN,10437,1,0,11,e,1,74,74,0,2,15,0,0,1,1,0,0,4,563
10000446,2,0,0,12:51,IN,10437,1,0,11,e,1,74,74,0,2,15,0,0,2,2,0,0,2,571
10000446,3,0,0,12:52,IN,10437,1,0,11,e,1,74,74,0,2,15,0,0,1,2,0,0,1,564
10000446,4,0,0,12:56,IN,10437,1,0,11,e,1,74,74,0,2,15,0,0,1,2,0,0,1,559
10000446,5,0,0,12:57,IN,10437,1,0,11,e,1,74,74,0,2,15,0,0,1,2,0,0,1,545
10000446,6,1,0,13:23,IN,10437,1,0,11,e,1,74,74,0,2,15,0,0,1,2,0,0,1,545
10000447,1,0,3,11:18,MS,10438,1,0,3,f,NA,29,29,0,1,1,1,1,1,1,1,2,1,689
10000447,2,0,3,11:19,MS,10438,1,0,3,f,NA,29,29,0,1,1,1,1,1,1,1,2,1,689
10000447,3,0,3,11:20,MS,10438,1,0,3,f,NA,29,29,0,1,1,2,1,1,1,1,2,1,687
10000447,4,0,3,11:21,MS,10438,1,0,3,f,NA,29,29,0,1,1,2,1,1,1,1,2,1,695
10000447,5,0,3,11:23,MS,10438,1,0,3,f,NA,29,29,0,1,1,2,1,1,1,1,2,1,695
10000447,6,0,3,11:23,MS,10438,1,0,3,f,NA,29,29,0,1,1,2,1,1,1,1,2,1,695
10000447,7,0,3,11:25,MS,10438,1,0,3,f,NA,29,29,0,1,1,2,1,1,1,1,2,2,721
10000447,8,1,4,11:45,MS,10438,1,0,3,f,NA,30,30,0,1,1,1,1,1,1,1,1,1,704
10000448,1,0,0,10:33,PA,10439,1,1,28,b,3,55,52,1,1,3,1,1,1,3,1,2,2,636
10000448,2,0,0,10:35,PA,10439,1,1,28,b,3,55,52,1,1,3,1,1,1,3,1,2,2,636
10000448,3,0,0,10:36,PA,10439,1,1,28,b,3,55,53,1,1,3,0,1,1,3,0,0,1,554
10000448,4,0,0,10:46,PA,10439,1,1,28,b,3,55,53,1,1,3,0,1,1,3,0,0,1,558
10000448,5,0,0,10:49,PA,10439,1,1,28,b,3,55,53,1,1,3,0,1,1,3,0,0,1,554
10000448,6,0,0,10:51,PA,10439,1,1,28,b,3,55,53,1,1,3,0,1,1,3,0,0,1,554
10000448,7,0,0,10:51,PA,10439,1,1,28,b,3,55,53,1,1,3,0,1,1,3,0,0,1,554
10000448,8,1,0,12:28,PA,10439,1,1,28,b,3,55,52,1,1,3,0,1,1,3,0,0,1,554
10000449,1,0,5,07:57,NY,10440,2,1,2,h,3,45,40,1,3,15,1,0,3,3,0,0,2,618
10000449,2,0,5,07:59,NY,10440,2,1,2,h,3,45,40,1,3,15,1,0,4,3,0,0,2,623
10000449,3,0,5,08:03,NY,10440,2,1,2,h,3,45,40,1,3,15,1,0,4,3,0,0,2,623
10000449,4,0,5,08:06,NY,10440,2,1,2,h,3,45,40,1,3,15,1,0,4,3,0,0,2,623
10000449,5,1,4,10:40,NY,10440,2,1,3,h,3,45,40,1,3,15,1,1,3,3,1,0,2,627
10000450,1,0,2,08:35,MD,10441,1,1,1,e,2,22,22,0,4,6,1,1,3,3,1,2,2,661
10000450,2,0,2,08:36,MD,10441,1,1,1,e,2,22,22,0,4,6,1,1,3,3,1,2,2,661
10000450,3,0,2,08:37,MD,10441,1,1,1,e,2,22,22,0,4,6,1,1,3,3,1,2,1,662
10000450,4,0,2,08:38,MD,10441,1,1,1,e,2,22,22,0,4,6,1,1,3,3,1,2,1,662
10000450,5,0,2,08:40,MD,10441,1,1,1,e,2,22,22,0,4,6,1,1,3,3,1,2,1,670
10000450,6,0,2,08:46,MD,10441,1,0,1,e,2,22,22,0,4,6,1,1,3,3,1,2,1,667
10000450,7,1,2,13:26,MD,10441,1,0,1,e,2,22,22,0,4,6,1,1,3,3,1,2,1,659
10000451,1,0,2,11:31,AL,10442,2,0,4,f,NA,75,30,1,3,15,1,1,3,2,0,2,2,656
10000451,2,0,2,11:32,AL,10442,2,0,4,f,NA,75,30,1,3,15,1,1,2,2,0,2,2,656
10000451,3,0,2,11:57,AL,10442,2,0,4,f,NA,75,30,1,3,15,1,1,2,2,0,2,2,661
10000451,4,1,2,14:16,AL,10442,2,1,4,f,NA,75,30,1,3,15,1,1,3,2,0,1,2,660
10000452,1,0,3,16:22,FL,10443,1,0,4,e,3,24,24,0,3,2,1,0,1,2,0,2,3,628
10000452,2,0,3,16:23,FL,10443,1,0,4,e,3,24,24,0,3,2,1,0,1,2,0,2,3,628
10000452,3,0,3,16:23,FL,10443,1,0,4,e,3,24,24,0,3,2,1,0,1,2,0,2,3,639
10000452,4,0,3,16:28,FL,10443,1,0,4,e,3,24,24,0,3,2,1,0,1,1,0,1,3,640
10000452,5,0,3,16:29,FL,10443,1,0,4,e,3,24,24,0,3,2,1,0,1,1,0,1,3,634
10000452,6,0,3,16:31,FL,10443,1,0,4,e,3,24,24,0,3,2,1,0,1,1,0,1,3,638
10000452,7,0,3,16:32,FL,10443,1,0,4,e,3,24,24,0,3,2,1,0,1,1,0,1,3,634
10000452,8,1,1,07:20,FL,10443,1,0,4,e,3,24,24,0,3,2,1,0,1,3,0,1,3,639
10000453,1,0,3,11:39,KS,10444,1,1,8,e,NA,24,24,0,NA,NA,0,1,2,2,0,0,2,599
10000453,2,0,3,11:41,KS,10444,1,1,8,e,NA,24,24,0,3,9,1,0,3,3,0,2,1,609
10000453,3,0,3,11:41,KS,10444,1,1,8,e,NA,24,24,0,3,9,1,0,3,3,0,2,1,609
10000453,4,0,3,11:42,KS,10444,1,1,8,e,NA,24,24,0,3,9,1,0,3,3,0,2,1,609
10000453,5,0,3,11:45,KS,10444,1,1,8,e,NA,24,24,0,3,9,1,0,3,3,0,2,1,609
10000453,6,0,3,11:46,KS,10444,1,1,8,e,NA,24,24,0,3,9,1,0,3,3,0,2,1,609
10000453,7,1,3,15:52,KS,10444,1,1,8,f,NA,24,24,0,3,9,1,0,3,3,0,2,1,627
10000454,1,0,4,15:57,IA,10445,1,0,13,f,4,42,42,0,3,2,1,0,3,3,0,2,2,583
10000454,2,0,4,15:59,IA,10445,1,0,13,f,4,42,42,0,3,2,1,0,3,3,0,2,2,583
10000454,3,0,4,16:00,IA,10445,1,0,13,f,4,42,42,0,3,2,1,0,3,3,0,2,2,583
10000454,4,0,4,16:01,IA,10445,1,0,13,f,4,42,42,0,3,2,1,0,3,3,0,2,2,583
10000454,5,0,4,16:03,IA,10445,1,0,13,f,4,42,42,0,3,2,1,0,3,3,0,2,2,583
10000454,6,0,4,16:08,IA,10445,1,0,13,f,4,42,42,0,3,2,1,0,3,3,0,2,2,588
10000454,7,0,4,16:14,IA,10445,1,0,13,f,4,42,42,0,3,2,1,0,3,3,0,2,2,595
10000454,8,0,4,16:15,IA,10445,1,0,13,f,4,42,42,0,3,2,1,0,3,3,0,2,2,595
10000454,9,1,4,16:38,IA,10445,1,0,13,f,4,42,42,0,3,2,1,0,3,3,0,2,2,595
10000455,1,0,3,10:44,NY,10446,1,1,11,e,1,63,63,0,3,11,1,0,3,3,0,0,1,547
10000455,2,0,3,10:45,NY,10446,1,1,11,e,1,63,63,0,3,11,1,0,3,3,0,0,2,556
10000455,3,0,3,10:46,NY,10446,1,1,11,e,1,63,63,0,3,11,0,0,3,3,0,0,2,528
10000455,4,1,0,08:33,NY,10446,1,1,11,e,1,63,63,0,3,11,0,0,3,3,0,0,2,535
10000457,1,0,1,11:39,FL,10448,1,0,13,d,NA,23,23,0,3,1,1,1,2,2,0,2,4,582
10000457,2,0,1,11:39,FL,10448,1,0,13,d,NA,23,23,0,3,1,1,1,2,2,0,2,4,605
10000457,3,0,1,11:40,FL,10448,1,0,13,d,NA,23,23,0,3,1,1,1,2,2,0,2,4,605
10000457,4,0,1,11:41,FL,10448,1,0,13,d,2,23,23,0,3,1,1,1,2,2,0,2,4,638
10000457,5,0,1,11:42,FL,10448,1,0,13,d,2,23,23,0,3,1,1,1,2,2,0,2,4,638
10000457,6,0,1,11:43,FL,10448,1,0,13,d,2,23,23,0,3,1,1,1,2,2,0,2,4,646
10000457,7,0,1,11:43,FL,10448,1,0,13,d,2,23,23,0,3,1,1,1,2,2,0,2,4,646
10000457,8,1,1,11:45,FL,10448,1,0,13,d,2,23,23,0,3,1,1,1,2,2,0,2,4,646
10000458,1,0,1,13:58,FL,10449,1,1,4,e,NA,73,73,0,3,7,1,1,3,3,1,0,4,625
10000458,2,0,1,13:59,FL,10449,1,1,4,e,NA,73,73,0,3,7,1,1,3,3,1,2,4,613
10000458,3,0,1,14:02,FL,10449,1,1,4,e,3,73,73,0,3,7,1,1,1,2,1,2,4,638
10000458,4,0,1,14:03,FL,10449,1,1,4,e,3,73,73,0,3,7,1,1,1,2,1,2,4,638
10000458,5,0,1,14:04,FL,10449,1,1,4,e,3,73,73,0,3,7,1,1,1,2,1,2,4,638
10000458,6,0,1,14:05,FL,10449,1,1,4,e,3,73,73,0,3,7,1,1,1,2,1,2,4,638
10000458,7,0,1,14:05,FL,10449,1,1,4,e,3,73,73,0,3,7,1,1,1,2,1,2,4,638
10000458,8,1,1,16:53,FL,10449,1,1,4,e,3,73,73,0,3,7,1,1,1,2,1,2,4,641
10000459,1,0,4,13:55,OH,10450,1,1,9,e,NA,50,50,0,1,1,1,1,3,3,1,1,3,681
10000459,2,0,4,13:55,OH,10450,1,1,9,e,NA,50,50,0,1,1,1,1,1,1,1,2,3,652
